,county,case_id,state,areaname,median_family_income,total_cost,index
1414,Richardson,1750,NE,"Richardson County, NE",65255.8203125,74485.49772,0.27826777601425373
1415,Richland,681,IL,"Columbia, SC HUD Metro FMR Area",73472.48502604167,69856.84352000001,0.3993504918863813
1416,Richland Parish,1161,LA,"Richland Parish, LA",45799.5234375,64715.85455999999,0.16220593988948148
1417,Richmond,514,GA,"Augusta-Richmond County, GA-SC HUD Metro FMR Area",65852.9228515625,80199.39093000001,0.24037729865458193
1418,Richmond city,2974,VA,"Richmond, VA MSA",66234.390625,76501.36368,0.27117252250627627
1419,Riley,975,KS,"Manhattan, KS MSA",76325.0078125,78771.98376,0.34226455907069275
1420,Ringgold,875,IA,"Ringgold County, IA",66911.0625,65165.50775999999,0.38213868147875313
1421,Rio Arriba,1844,NM,"Rio Arriba County, NM",52616.62109375,64201.12584000001,0.23930492224556918
1422,Rio Blanco,297,CO,"Rio Blanco County, CO",77894.0,70377.46979999999,0.4372910178689827
1423,Rio Grande,298,CO,"Rio Grande County, CO",59639.08203125,67502.48652,0.2833833476873584
1424,Ripley,772,IN,"Ripley County, IN",58736.50390625,63739.29522000001,0.30957682772359385
1425,Ritchie,3064,WV,"Ritchie County, WV",53126.953125,71914.5066,0.18360736379002443
1426,Riverside,219,CA,"Riverside-San Bernardino-Ontario, CA MSA",79001.9453125,83185.1028,0.32901468290457553
1427,Roane,2530,TN,"Roane County, TN HUD Metro FMR Area",61326.158203125,69295.09284,0.28441076402852955
1428,Roanoke,2926,VA,"Roanoke, VA HUD Metro FMR Area",87174.453125,80078.61192,0.4247518851811271
1429,Roanoke city,2975,VA,"Roanoke, VA HUD Metro FMR Area",56098.5859375,71434.14312,0.21570446567210583
1430,Roberts,2446,SD,"Roberts County, SD",68241.318359375,68414.7897,0.361928118352672
1431,Robertson,1100,KY,"College Station-Bryan, TX MSA",65218.171875,65195.56707999999,0.363914779726117
1432,Robeson,1995,NC,"Robeson County, NC",45283.02734375,63527.46948000001,0.16572698786939538
1433,Rock,1402,MN,"Janesville-Beloit, WI MSA",71678.96354166667,71851.77796,0.3620180192921702
1434,Rock Island,682,IL,"Davenport-Moline-Rock Island, IA-IL MSA",72146.8515625,70726.3896,0.37751885324215606
1435,Rockbridge,2927,VA,"Rockbridge County-Buena Vista city-Lexington city, VA HUD Nonmetr",69682.46875,68849.08452,0.37201896471193163
1436,Rockcastle,1101,KY,"Rockcastle County, KY",52586.84375,61054.02276,0.268086708952602
1437,Rockdale,515,GA,"Atlanta-Sandy Springs-Roswell, GA HUD Metro FMR Area",70876.6640625,74967.41136,0.3260648734546146
1438,Rockingham,1796,NC,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area | Lawrence, MA-NH HUD Metro FMR Area | Western Rockingham County, NH HUD Metro FMR Area | Portsmouth-Rochester, NH HUD Metro FMR Area",81934.55989583333,73954.50928000001,0.4380504321255298
1439,Rockland,1899,NY,"New York, NY HUD Metro FMR Area",113247.6171875,127029.12732000001,0.28889719268833464
1440,Rockwall,2751,TX,"Dallas, TX HUD Metro FMR Area",115777.71875,88697.4666,0.5741143707899045
1441,Roger Mills,2223,OK,"Roger Mills County, OK",63504.05859375,71827.48428,0.2838036586572014
1442,Rogers,2224,OK,"Tulsa, OK HUD Metro FMR Area",79598.53125,76087.37928,0.3954826618676944
1443,Rolette,2057,ND,"Rolette County, ND",54714.42578125,64926.392040000006,0.2552651434826315
1444,Rooks,976,KS,"Rooks County, KS",64793.75,66560.23715999999,0.3453830265833156
1445,Roosevelt,1663,MT,"Roosevelt County, MT",54122.974609375,70351.8258,0.20467611114251127
1446,Roscommon,1324,MI,"Roscommon County, MI",52063.16015625,65176.570680000004,0.22499765561972226
1447,Roseau,1403,MN,"Roseau County, MN",77623.9453125,62995.86888,0.5237270255288253
1448,Rosebud,1664,MT,"Rosebud County, MT",71449.640625,70811.81136,0.3698842386662065
1449,Ross,2141,OH,"Ross County, OH",64898.48828125,63477.21996,0.37910850153428816
1450,Routt,299,CO,"Routt County, CO",97519.7265625,88074.91355999999,0.4375895067115116
1451,Rowan,1102,KY,"Rowan County, KY",58622.013671875,65013.11112,0.2959181445040023
1452,Runnels,2752,TX,"Runnels County, TX",56510.34375,60679.92672,0.3163136443498093
1453,Rush,773,IN,"Rush County, IN",67400.34765625,65637.43542000001,0.382188206626344
1454,Rusk,2753,TX,"Rusk County, TX HUD Metro FMR Area",62753.4453125,68501.01216,0.3058434385930423
1455,Russell,57,AL,"Columbus, GA-AL MSA",53902.9755859375,65758.75856999999,0.239407457162544
1456,Rutherford,1998,NC,"Nashville-Davidson--Murfreesboro--Franklin, TN HUD Metro FMR Area",68456.4375,70252.40502,0.3460551787977404
1457,Rutland,2846,VT,"Rutland County, VT",76331.1640625,76814.81652,0.35933597162597797
1458,Sabine,2754,TX,"Sabine County, TX",51531.265625,62851.522919999996,0.2395321917091323
1459,Sabine Parish,1162,LA,"Sabine Parish, LA",53603.3984375,65704.54092,0.23673101610189332
1460,Sac,876,IA,"Sac County, IA",72781.4296875,65798.48315999999,0.4368245111433361
1461,Sacramento,220,CA,"Sacramento--Roseville--Arden-Arcade, CA HUD Metro FMR Area",80903.625,87804.62424,0.3095033502162618
1462,Sagadahoc,1197,ME,"Sagadahoc County, ME HUD Metro FMR Area",80725.984375,80371.773,0.3667134826357513
1463,Saginaw,1325,MI,"Saginaw, MI MSA",62738.04296875,67367.23752,0.31631264956180505
1464,Saguache,300,CO,"Saguache County, CO",52875.37890625,67695.73416,0.21277859996133625
1465,Salem,1818,NJ,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",89635.75,81946.6776,0.42834931143125515
1466,Salem city,2976,VA,"Roanoke, VA HUD Metro FMR Area",77268.65625,77247.73644,0.3638624590448518
1467,Saline,174,AR,"Little Rock-North Little Rock-Conway, AR HUD Metro FMR Area",66914.7625,68102.960616,0.3516501977868876
1468,Salt Lake,2824,UT,"Salt Lake City, UT HUD Metro FMR Area",89468.3828125,80188.94484,0.44343687886103283
1469,Saluda,2386,SC,"Columbia, SC HUD Metro FMR Area",56753.703125,62075.876399999994,0.3045808957996318
1470,Sampson,1999,NC,"Sampson County, NC",53823.140625,66162.85512,0.23512501154119622
1471,San Augustine,2755,TX,"San Augustine County, TX",48517.53125,62057.195400000004,0.2132924976991255
1472,San Benito,221,CA,"San Benito County, CA HUD Metro FMR Area",97108.9921875,112197.67752,0.2709818456880621
1473,San Bernardino,222,CA,"Riverside-San Bernardino-Ontario, CA MSA",72070.8671875,79731.26784,0.2974531287525334
1474,San Diego,223,CA,"San Diego-Carlsbad, CA MSA",93476.0859375,106768.99884000001,0.277861657941941
1475,San Francisco,224,CA,"San Francisco, CA HUD Metro FMR Area",135125.171875,142391.32356,0.3285031710701643
1476,San Jacinto,2756,TX,"San Jacinto County, TX",55842.90625,63346.74924,0.28202822655948095
1477,San Joaquin,225,CA,"Stockton-Lodi, CA MSA",74828.921875,80838.49488,0.3124357809351307
1478,San Juan,301,CO,"Farmington, NM MSA",64594.544921875,73331.71311,0.28155319030718695
1479,San Luis Obispo,226,CA,"San Luis Obispo-Paso Robles-Arroyo Grande, CA MSA",95203.203125,99948.51288000001,0.3309513670264425
1480,San Mateo,227,CA,"San Francisco, CA HUD Metro FMR Area",145687.109375,167022.471,0.2756299319420739
1481,San Miguel,302,CO,"San Miguel County, CO",69732.783203125,76824.46674,0.3000499387477488
1482,San Patricio,2757,TX,"Corpus Christi, TX HUD Metro FMR Area",65036.08203125,69848.1564,0.3161902720419129
1483,San Saba,2758,TX,"San Saba County, TX",60153.5234375,60178.70771999999,0.36338734705069087
1484,Sanborn,2447,SD,"Sanborn County, SD",72859.46875,68607.23796,0.40639574884430313
1485,Sanders,1665,MT,"Sanders County, MT",51598.0078125,73182.80052,0.16038265948728594
1486,Sandoval,1846,NM,"Albuquerque, NM MSA",76715.203125,78179.20392,0.350768540893216
1487,Sandusky,2142,OH,"Sandusky County, OH",68746.0,60023.13192,0.4638427616639246
1488,Sangamon,685,IL,"Springfield, IL MSA",85524.34375,75622.14576,0.45392979959348345
1489,Sanilac,1328,MI,"Sanilac County, MI",58764.2265625,64006.5666,0.30722312319248674
1490,Sanpete,2826,UT,"Sanpete County, UT",63564.640625,71397.13956,0.28806159158739497
1491,Santa Barbara,228,CA,"Santa Maria-Santa Barbara, CA MSA",87471.203125,116973.29796,0.18983568975104978
1492,Santa Clara,229,CA,"San Jose-Sunnyvale-Santa Clara, CA HUD Metro FMR Area",144424.109375,133914.75216,0.41776761699602144
1493,Santa Cruz,109,AZ,"Santa Cruz County, AZ",76727.5234375,100207.88934,0.20217048660885906
1494,Santa Fe,1849,NM,"Santa Fe, NM MSA",75058.9296875,73724.8668,0.37614808613420203
1495,Santa Rosa,383,FL,"Pensacola-Ferry Pass-Brent, FL MSA",79213.46875,75590.9214,0.3967072968564554
1496,Sarasota,384,FL,"North Port-Sarasota-Bradenton, FL MSA",80030.8203125,80502.79860000001,0.3596347407606011
1497,Saratoga,1901,NY,"Albany-Schenectady-Troy, NY MSA",105657.3203125,97493.62848,0.42139153193735407
1498,Sargent,2058,ND,"Sargent County, ND",83580.5625,66365.8896,0.5424635294430075
1499,Sarpy,1753,NE,"Omaha-Council Bluffs, NE-IA HUD Metro FMR Area",99497.390625,84576.29724,0.4852764318569579
1500,Sauk,3133,WI,"Sauk County, WI",75948.1640625,69529.72716,0.42730296783357996
1501,Saunders,1754,NE,"Saunders County, NE HUD Metro FMR Area",85891.9453125,78308.05679999999,0.4304285766273655
1502,Sawyer,3134,WI,"Sawyer County, WI",62231.8203125,71816.8488,0.27168361422547427
1503,Schenectady,1902,NY,"Albany-Schenectady-Troy, NY MSA",87621.1171875,87444.75084,0.36506596043858625
1504,Schleicher,2759,TX,"Schleicher County, TX",68771.671875,62267.71692,0.43567015183886076
1505,Schley,516,GA,"Schley County, GA",51769.48828125,61600.87295999999,0.25367098486251655
1506,Schoharie,1903,NY,"Albany-Schenectady-Troy, NY MSA",73198.3203125,83482.54212,0.2787656426164821
1507,Schoolcraft,1329,MI,"Schoolcraft County, MI",60402.015625,69249.33012,0.27561558032474737
1508,Schuyler,686,IL,"Schuyler County, IL",64236.18359375,69685.83332,0.30977341568426453
1509,Schuylkill,2325,PA,"Schuylkill County, PA",66584.53125,68101.93247999999,0.3483181438418028
1510,Scioto,2143,OH,"Scioto County, OH",57112.06640625,62906.146680000005,0.3001901886792529
1511,Scotland,1604,MO,"Scotland County, MO",55891.681640625,67023.91068,0.24919405480964832
1512,Scott,175,AR,"Davenport-Moline-Rock Island, IA-IL MSA",68370.65234375,68130.7959709091,0.3661023605775995
1513,Scotts Bluff,1755,NE,"Scotts Bluff County, NE",65342.07421875,78666.18072,0.2469319793837714
1514,Screven,517,GA,"Screven County, GA",56501.1015625,60715.998,0.3158273737685772
1515,Scurry,2760,TX,"Scurry County, TX",69259.4140625,64766.265960000004,0.41149317264802465
1516,Searcy,176,AR,"Searcy County, AR",44428.7109375,60292.70448,0.18231992551740667
1517,Sebastian,177,AR,"Fort Smith, AR-OK HUD Metro FMR Area",56582.22265625,64133.75087999999,0.28251765977986004
1518,Sedgwick,303,CO,"Sedgwick County, CO",69440.650390625,68563.85772,0.37249005038287614
1519,Seminole,385,FL,"Orlando-Kissimmee-Sanford, FL MSA",59953.977864583336,71184.55528,0.25493308228358896
1520,Seneca,1905,NY,"Seneca County, NY",69037.109375,65372.73996,0.40231128694242824
1521,Sequatchie,2534,TN,"Chattanooga, TN-GA MSA",60990.38671875,63728.19732,0.33406462293449163
1522,Sequoyah,2226,OK,"Fort Smith, AR-OK HUD Metro FMR Area",50230.27734375,69191.86056,0.17478819693520478
1523,Sevier,178,AR,"Sevier County, AR",59711.989583333336,64628.416119999994,0.3112421697623451
1524,Seward,982,KS,"Seward County, KS",71016.830078125,69855.39353999999,0.3751356594589903
1525,Shackelford,2761,TX,"Shackelford County, TX",56988.84375,62081.08752,0.30713867070788115
1526,Shannon,1606,MO,"Shannon County, MO",45796.44140625,64873.143000000004,0.16099051748526672
1527,Sharkey,1485,MS,"Sharkey County, MS",44871.26953125,59583.936239999995,0.19348108285403226
1528,Sharp,179,AR,"Sharp County, AR",45333.34375,59046.56496,0.2035988822491573
1529,Shasta,231,CA,"Redding, CA MSA",68399.9609375,84073.93572,0.235176241184526
1530,Shawano,3135,WI,"Shawano County, WI",70563.484375,67909.46052,0.39061336627164
1531,Shawnee,983,KS,"Topeka, KS MSA",76753.1953125,71257.26972,0.41683708913539946
1532,Sheboygan,3136,WI,"Sheboygan, WI MSA",77918.640625,70673.2614,0.43433843553540125
1533,Shelby,59,AL,"Birmingham-Hoover, AL HUD Metro FMR Area",73252.05902777778,69089.11588,0.40520701872287795
1534,Shenandoah,2931,VA,"Shenandoah County, VA",70681.5703125,71245.7118,0.3582180529529485
1535,Sherburne,1406,MN,"Minneapolis-St. Paul-Bloomington, MN-WI HUD Metro FMR Area",100043.6640625,88532.41692,0.4532955864710421
1536,Sheridan,984,KS,"Sheridan County, KS",72739.53671875,75833.998128,0.3355499909493723
1537,Sherman,985,KS,"Sherman County, KS",65226.30078125,72038.97972,0.2984928142239793
1538,Shiawassee,1330,MI,"Shiawassee County, MI",68652.5625,63562.740359999996,0.4188687786090319
1539,Shoshone,597,ID,"Shoshone County, ID",53007.83984375,67642.54536,0.2145516723387584
1540,Sibley,1407,MN,"Sibley County, MN HUD Metro FMR Area",78501.875,77165.81184000001,0.3756097939831407
1541,Sierra,232,CA,"Sierra County, CA",60009.767578125,76277.9664,0.2166734642449807
1542,Silver Bow,1667,MT,"Silver Bow County, MT",67459.390625,73825.38888,0.304240473249284
1543,Simpson,1106,KY,"Simpson County, KY",56565.79296875,66020.51328,0.26496750192997237
1544,Sioux,879,IA,"Sioux County, IA",61908.712239583336,74188.71764,0.24958659182831686
1545,Siskiyou,233,CA,"Siskiyou County, CA",57889.37109375,76749.18516000001,0.1943015042791882
1546,Sitka City and Borough,90,AK,"Sitka City and Borough, AK",94401.25,87092.0016,0.4215224600731919
1547,Skagit,3011,WA,"Mount Vernon-Anacortes, WA MSA",80249.5390625,82337.08164,0.34620053354972585
1548,Skagway Municipality,91,AK,"Skagway Municipality, AK",85446.3046875,87709.3176,0.345891972686506
1549,Skamania,3012,WA,"Portland-Vancouver-Hillsboro, OR-WA MSA",76645.375,78099.8088,0.3508398520248888
1550,Slope,2061,ND,"Slope County, ND",73161.359375,70161.46332000001,0.3931465634739284
1551,Smith,986,KS,"Smith County, KS",63450.662109375,65318.34011999999,0.34396742616790055
1552,Smyth,2932,VA,"Smyth County, VA",53997.703125,64915.809960000006,0.247749831810839
1553,Snohomish,3013,WA,"Seattle-Bellevue, WA HUD Metro FMR Area",104188.9609375,97752.8412,0.40905726999556674
1554,Snyder,2326,PA,"Snyder County, PA",69933.015625,69192.80736,0.37104935064871675
1555,Socorro,1851,NM,"Socorro County, NM",50720.07421875,66091.13352,0.20337176027792137
1556,Solano,234,CA,"Vallejo-Fairfield, CA MSA",94936.2265625,95069.76036,0.3627076693441802
1557,Somerset,1198,MD,"Middlesex-Somerset-Hunterdon, NJ HUD Metro FMR Area",78872.048828125,75160.12722,0.39771623594771094
1558,Somervell,2765,TX,"Somervell County, TX HUD Metro FMR Area",66193.3125,68669.10192,0.3388252361288268
1559,Sonoma,235,CA,"Santa Rosa, CA MSA",99810.5703125,110396.13444000001,0.2975845415602915
1560,Southampton,2933,VA,"Southampton County-Franklin city, VA HUD Nonmetro FMR Area",74101.9296875,69380.66904,0.4105790922740332
1561,Southeast Fairbanks Census Area,92,AK,"Southeast Fairbanks Census Area, AK",87256.59375,86676.12984,0.3682917308907545
1562,Spalding,519,GA,"Atlanta-Sandy Springs-Roswell, GA HUD Metro FMR Area",56829.6875,68276.91407999999,0.24811507245799927
1563,Spartanburg,2387,SC,"Spartanburg, SC HUD Metro FMR Area",65855.4921875,62812.58976,0.39706647129536227
1564,Spencer,777,IN,"Louisville, KY-IN HUD Metro FMR Area",82902.33984375,66566.78177999999,0.5328212299605424
1565,Spink,2448,SD,"Spink County, SD",72177.65625,67559.56668,0.4107908147102943
1566,Spokane,3014,WA,"Spokane, WA HUD Metro FMR Area",75818.78125,71167.12512000001,0.40872758607405646
1567,Spotsylvania,2934,VA,"Washington-Arlington-Alexandria, DC-VA-MD HUD Metro FMR Area",102601.484375,96121.16112,0.4101446041031652
1568,St. Bernard Parish,1163,LA,"New Orleans-Metairie, LA HUD Metro FMR Area",53161.86328125,73713.69444,0.17150552426888305
1569,St. Charles,1597,MO,"St. Louis, MO-IL HUD Metro FMR Area",103011.1875,76693.5264,0.6001982880448146
1570,St. Charles Parish,1164,LA,"New Orleans-Metairie, LA HUD Metro FMR Area",85728.6796875,77000.44944,0.44180561199982493
1571,St. Clair,58,AL,"Birmingham-Hoover, AL HUD Metro FMR Area",68820.4482421875,71320.96581,0.33951025421125364
1572,St. Croix,3132,WI,"Minneapolis-St. Paul-Bloomington, MN-WI HUD Metro FMR Area",101356.96875,86719.89876,0.48001316896743473
1573,St. Francis,173,AR,"St. Francis County, AR",44257.23046875,58775.34096,0.19342121792630343
1574,St. Francois,1600,MO,"St. Francois County, MO",60007.71484375,59482.860120000005,0.36975758300206507
1575,St. Helena Parish,1165,LA,"Baton Rouge, LA HUD Metro FMR Area",53706.08203125,68967.14172,0.21115596274034262
1576,St. James Parish,1166,LA,"St. James Parish, LA HUD Metro FMR Area",67159.5546875,70770.32088,0.32850906083821235
1577,St. John the Baptist Parish,1167,LA,"New Orleans-Metairie, LA HUD Metro FMR Area",65974.6015625,74718.6948,0.2830137268443009
1578,St. Johns,381,FL,"Jacksonville, FL HUD Metro FMR Area",101984.359375,80792.69004,0.5444668614976766
1579,St. Joseph,774,IN,"South Bend-Mishawaka, IN HUD Metro FMR Area",65667.580078125,68876.69508,0.3315616167306495
1580,St. Landry Parish,1168,LA,"St. Landry Parish, LA",46306.7734375,63977.104799999994,0.17330340267367514
1581,St. Lawrence,1900,NY,"St. Lawrence County, NY",64409.71875,71193.27660000001,0.29800044449887375
1582,St. Louis,1404,MN,"Duluth, MN-WI MSA",84975.50390625,76076.89626,0.44429771652364036
1583,St. Louis city,1620,MO,"St. Louis, MO-IL HUD Metro FMR Area",59185.2265625,66954.41208000001,0.28369602680315675
1584,St. Lucie,382,FL,"Port St. Lucie, FL MSA",63395.21484375,75872.87784,0.2503234398214738
1585,St. Martin Parish,1169,LA,"Lafayette, LA HUD Metro FMR Area",59555.91015625,66959.98608,0.28746098727938274
1586,St. Mary Parish,1170,LA,"St. Mary Parish, LA",52235.66796875,67584.05232,0.20714409806790168
1587,St. Mary's,1221,MD,"California-Lexington Park, MD MSA",110684.65625,84087.86712,0.5816874635292966
1588,St. Tammany Parish,1171,LA,"New Orleans-Metairie, LA HUD Metro FMR Area",86531.65625,79533.9564,0.4243196219598517
1589,Stafford,987,KS,"Stafford County, KS",95172.91015625,82139.89116,0.4730398928584795
1590,Stanislaus,236,CA,"Modesto, CA MSA",69057.1328125,79599.23772,0.27239019458426267
1591,Stanley,2449,SD,"Stanley County, SD",89900.671875,70538.51904,0.5528714562338306
1592,Stanly,2001,NC,"Stanly County, NC",66397.65625,63871.52844,0.39093617500745187
1593,Stanton,988,KS,"Stanton County, KS",75377.24609375,74104.57182,0.375513191659167
1594,Stark,689,IL,"Canton-Massillon, OH MSA",79495.84635416667,69421.37536,0.4637017963223274
1595,Starke,778,IN,"Starke County, IN",61354.91015625,64647.840359999995,0.32856728973347793
1596,Starr,2766,TX,"Starr County, TX",34122.45703125,55168.37736,0.10073282173805811
1597,Staunton city,2977,VA,"Staunton-Waynesboro, VA MSA",73091.53125,72855.37836,0.3659099634384067
1598,Ste. Genevieve,1599,MO,"Ste. Genevieve County, MO",79728.9375,63186.87191999999,0.5441215827524426
1599,Stearns,1408,MN,"St. Cloud, MN MSA",80760.8984375,74164.21512,0.4249835067531283
1600,Steele,1409,MN,"Steele County, MN",88212.05859375,67819.70436,0.5709261771694213
1601,Stephens,520,GA,"Stephens County, GA",59190.360677083336,64145.27224,0.31043370451598906
1602,Stephenson,690,IL,"Stephenson County, IL",64018.49609375,66975.5922,0.33324363989444505
1603,Sterling,2768,TX,"Sterling County, TX",72785.5390625,64846.58292,0.4480598087479561
1604,Steuben,779,IN,"Steuben County, IN",70273.40625,69022.77294000001,0.3761646183470023
1605,Stevens,989,KS,"Stevens County, KS",73222.625,66429.41184,0.43416112042275623
1606,Stewart,521,GA,"Stewart County, GA",50732.908203125,61729.105559999996,0.2408933165538414
1607,Stillwater,1668,MT,"Stillwater County, MT",82390.46875,74130.89087999999,0.4404724856647078
1608,Stoddard,1608,MO,"Stoddard County, MO",53114.62890625,65614.51668,0.2323681433939403
1609,Stokes,2002,NC,"Winston-Salem, NC HUD Metro FMR Area",60609.43359375,65058.015960000004,0.3165450110658756
1610,Stone,180,AR,"Stone County, AR",54818.134114583336,61067.30868,0.2931419231275163
1611,Stonewall,2769,TX,"Stonewall County, TX",72273.1484375,63460.34484,0.45939421795355534
1612,Storey,1783,NV,"Reno, NV MSA",76641.265625,74311.91219999999,0.3852811225059907
1613,Story,880,IA,"Ames, IA MSA",90880.265625,74376.37524,0.5166207615067647
1614,Strafford,1800,NH,"Portsmouth-Rochester, NH HUD Metro FMR Area",93520.234375,78484.2162,0.49572457245564927
1615,Stutsman,2064,ND,"Stutsman County, ND",78251.3359375,64020.955319999994,0.5168826625365921
1616,Sublette,3166,WY,"Sublette County, WY",83654.4921875,85255.78488,0.3507299424439495
1617,Suffolk,1248,MA,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",102069.07421875,124056.16932000002,0.24151458036513526
1618,Suffolk city,2978,VA,"Virginia Beach-Norfolk-Newport News, VA-NC HUD Metro FMR Area",89384.1796875,84120.5448,0.40680461364081966
1619,Sullivan,780,IN,"Kingsport-Bristol-Bristol, TN-VA MSA",66271.6953125,70058.88038,0.32641628211584084
1620,Sullivan part,1533,MO,"St. Louis, MO-IL HUD Metro FMR Area",,77384.65896,
1621,Sully,2450,SD,"Sully County, SD",72038.0078125,69166.77108,0.39228826777089104
1622,Summers,3066,WV,"Summers County, WV",50338.09375,74488.78404,0.1402041010766725
1623,Summit,304,CO,"Akron, OH MSA",98113.91145833333,85603.19088,0.46440983253620816
1624,Sumner,990,KS,"Nashville-Davidson--Murfreesboro--Franklin, TN HUD Metro FMR Area",77001.6875,73549.599,0.3960266304792822
1625,Sumter,60,AL,"Sumter County, AL",56111.9365234375,65187.50274,0.2677151324771666
1626,Sunflower,1489,MS,"Sunflower County, MS",39091.265625,57263.66424,0.14494145140591658
1627,Surry,2003,NC,"Surry County, NC",67871.1484375,65980.36230000001,0.38342781973124546
1628,Susquehanna,2329,PA,"Susquehanna County, PA",68341.4375,70430.94456,0.3432271682760257
1629,Sussex,325,DE,"Newark, NJ HUD Metro FMR Area",83940.2890625,84670.5674,0.3577309620209359
1630,Sutter,237,CA,"Yuba City, CA MSA",67039.421875,77419.46364,0.27126285344267664
1631,Sutton,2770,TX,"Sutton County, TX",62422.80859375,59917.00248,0.392501589007121
1632,Suwannee,387,FL,"Suwannee County, FL",54550.1328125,63603.439320000005,0.26556642754560567
1633,Swain,2004,NC,"Swain County, NC",54932.11328125,67538.24627999999,0.23502396751909552
1634,Sweet Grass,1669,MT,"Sweet Grass County, MT",69727.6484375,74049.33804,0.32344892614499715
1635,Sweetwater,3167,WY,"Sweetwater County, WY",90264.171875,83748.88284,0.41729724362082626
1636,Swift,1411,MN,"Swift County, MN",66828.921875,64425.87408,0.3893848424460722
1637,Swisher,2771,TX,"Swisher County, TX",48304.9765625,61937.917559999994,0.21196488588110685
1638,Switzerland,781,IN,"Switzerland County, IN",63021.44921875,64957.29096,0.34313459727484824
1639,Talbot,523,GA,"Talbot County, GA",71591.3359375,67751.96736,0.4027348543453098
1640,Taliaferro,524,GA,"Taliaferro County, GA",47490.703125,62080.773,0.20168732193115585
1641,Talladega,61,AL,"Talladega County, AL",56166.359375,67326.75684,0.24942063563105085
1642,Tallahatchie,1490,MS,"Tallahatchie County, MS",40236.1796875,59701.6272,0.13894526203317994
1643,Tallapoosa,62,AL,"Tallapoosa County, AL",57904.7734375,66921.89232,0.2708040866588658
1644,Tama,881,IA,"Tama County, IA",72986.796875,63997.21548,0.46049516702961435
1645,Taney,1611,MO,"Taney County, MO",55411.640625,66655.29456,0.24740874009571495
1646,Tangipahoa Parish,1172,LA,"Hammond, LA MSA",62035.6953125,70189.06812,0.28360914199748105
1647,Taos,1852,NM,"Taos County, NM",51373.1328125,73066.5918,0.1590342471893383
1648,Tarrant,2772,TX,"Fort Worth-Arlington, TX HUD Metro FMR Area",82001.3046875,72592.42476,0.4530126160672186
1649,Tate,1491,MS,"Tate County, MS HUD Metro FMR Area",62690.8125,63440.95344,0.3555258079694448
1650,Tattnall,525,GA,"Tattnall County, GA",53824.16796875,60441.56424,0.2882125812863747
1651,Taylor,388,FL,"Abilene, TX MSA",60191.51506696428,66931.11781714286,0.29427090520462035
1652,Tazewell,691,IL,"Peoria, IL MSA",67935.837890625,69535.36230000001,0.347820696129518
1653,Tehama,238,CA,"Tehama County, CA",56289.578125,75686.5536,0.18703169233521807
1654,Telfair,527,GA,"Telfair County, GA",36270.578125,58576.045439999994,0.10120853595637631
1655,Teller,305,CO,"Teller County, CO HUD Metro FMR Area",81644.9921875,84125.77692,0.34335017465292955
1656,Tensas Parish,1173,LA,"Tensas Parish, LA",34934.67578125,66526.37448,0.03636300111315401
1657,Terrebonne Parish,1174,LA,"Houma-Thibodaux, LA MSA",61998.73046875,70639.104,0.279367329155251
1658,Terrell,528,GA,"Albany, GA MSA",49088.4453125,63270.888600000006,0.20917490795599394
1659,Terry,2775,TX,"Terry County, TX",50651.2734375,61997.581079999996,0.237532647345719
1660,Teton,598,ID,"Teton County, ID",90723.16145833333,86154.1094,0.40022971819537156
1661,Texas,1612,MO,"Texas County, MO",54840.2109375,65129.878560000005,0.2547815492716701
1662,Thayer,1761,NE,"Thayer County, NE",69632.15625,70536.4482,0.3548393244056203
1663,Thomas,529,GA,"Thomas County, GA",71526.9921875,70596.32752,0.3727622625044474
1664,Throckmorton,2776,TX,"Throckmorton County, TX",61458.62109375,63083.58888000001,0.3459211426216067
1665,Thurston,1763,NE,"Olympia-Tumwater, WA MSA",73456.056640625,77868.34722,0.32461986466295933
1666,Tift,530,GA,"Tift County, GA",54993.72265625,59328.411,0.31331657386150136
1667,Tillamook,2264,OR,"Tillamook County, OR",63652.9453125,81900.15479999999,0.21010961158950917
1668,Tillman,2229,OK,"Tillman County, OK",50699.53515625,69387.3192,0.17804007170243644
1669,Tioga,1909,NY,"Binghamton, NY MSA",71389.56640625,75229.96002,0.32848988856529665
1670,Tippah,1492,MS,"Tippah County, MS",49723.0234375,60180.58128,0.24390311950354127
1671,Tippecanoe,782,IN,"Lafayette-West Lafayette, IN HUD Metro FMR Area",76715.203125,74132.97611999999,0.38768439754795603
1672,Tipton,783,IN,"Memphis, TN-MS-AR HUD Metro FMR Area",74413.0546875,66409.48242,0.44674453966927485
1673,Tishomingo,1493,MS,"Tishomingo County, MS",50229.25,59655.87528,0.25476100094254434
1674,Titus,2777,TX,"Titus County, TX",56186.89453125,59825.865359999996,0.3217507608806609
1675,Todd,1109,KY,"Todd County, KY",50249.100260416664,68743.35784,0.17824151746032502
1676,Tolland,321,CT,"Hartford-West Hartford-East Hartford, CT HUD Metro FMR Area",116581.71875,93605.17476,0.5328634664620079
1677,Tom Green,2778,TX,"San Angelo, TX MSA",70791.4375,69834.00383999999,0.3731256622168269
1678,Tompkins,1910,NY,"Ithaca, NY MSA",88545.265625,97221.48804,0.3021648698075147
